2021-02-10 14:00:34.055033: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-02-10 14:04:32.231031: I tensorflow/compiler/jit/xla_cpu_device.cc:41] Not creating XLA devices, tf_xla_enable_xla_devices not set
2021-02-10 14:04:32.234344: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcuda.so.1
2021-02-10 14:04:32.303520: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1720] Found device 0 with properties: 
pciBusID: 0000:02:00.0 name: Tesla K40m computeCapability: 3.5
coreClock: 0.745GHz coreCount: 15 deviceMemorySize: 11.92GiB deviceMemoryBandwidth: 268.58GiB/s
2021-02-10 14:04:32.306292: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1720] Found device 1 with properties: 
pciBusID: 0000:03:00.0 name: Tesla K40m computeCapability: 3.5
coreClock: 0.745GHz coreCount: 15 deviceMemorySize: 11.92GiB deviceMemoryBandwidth: 268.58GiB/s
2021-02-10 14:04:32.307185: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-02-10 14:04:32.373374: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-02-10 14:04:32.374508: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublasLt.so.11
2021-02-10 14:04:32.403531: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcufft.so.10
2021-02-10 14:04:32.427333: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcurand.so.10
2021-02-10 14:04:32.429103: W tensorflow/stream_executor/platform/default/dso_loader.cc:60] Could not load dynamic library 'libcusolver.so.10'; dlerror: libcusolver.so.10: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /.singularity.d/libs
2021-02-10 14:04:32.445065: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusparse.so.11
2021-02-10 14:04:32.446353: W tensorflow/stream_executor/platform/default/dso_loader.cc:60] Could not load dynamic library 'libcudnn.so.8'; dlerror: libcudnn.so.8: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /.singularity.d/libs
2021-02-10 14:04:32.447166: W tensorflow/core/common_runtime/gpu/gpu_device.cc:1757] Cannot dlopen some GPU libraries. Please make sure the missing libraries mentioned above are installed properly if you would like to use GPU. Follow the guide at https://www.tensorflow.org/install/gpu for how to download and setup the required libraries for your platform.
Skipping registering GPU devices...
2021-02-10 14:04:32.450167: I tensorflow/compiler/jit/xla_gpu_device.cc:99] Not creating XLA devices, tf_xla_enable_xla_devices not set
2021-02-10 14:04:32.450962: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1261] Device interconnect StreamExecutor with strength 1 edge matrix:
2021-02-10 14:04:32.451741: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1267]      
INFO: loading CT volume...
Done.
3D FFT computed.


Epoch 1: training on 10935 images and validating on 3645 images.

2021-02-10 14:04:40.241353: I tensorflow/compiler/mlir/mlir_graph_optimization_pass.cc:116] None of the MLIR optimization passes are enabled (registered 2)
2021-02-10 14:04:40.245281: I tensorflow/core/platform/profile_utils/cpu_utils.cc:112] CPU Frequency: 2100160000 Hz
Step 1: 	 loss = 72.9257 	 acc = 0.0000 	 (9.23 seconds/step)
Step 22593: 	 loss = 50.1689 	 acc = 0.8750 	 (2.98 seconds/step)
Step 22594: 	 loss = 50.9738 	 acc = 0.7500 	 (2.89 seconds/step)
Step 22595: 	 loss = 48.9759 	 acc = 1.0000 	 (3.04 seconds/step)
Step 22596: 	 loss = 46.6726 	 acc = 0.7500 	 (2.96 seconds/step)
Step 22597: 	 loss = 50.7864 	 acc = 0.7500 	 (3.04 seconds/step)
Step 22598: 	 loss = 49.2040 	 acc = 0.8750 	 (2.94 seconds/step)
Step 22599: 	 loss = 49.4008 	 acc = 1.0000 	 (2.87 seconds/step)
Step 22600: 	 loss = 45.7132 	 acc = 0.6250 	 (2.96 seconds/step)
Step 22601: 	 loss = 50.3262 	 acc = 0.8750 	 (3.01 seconds/step)
Step 22602: 	 loss = 45.8596 	 acc = 0.5000 	 (2.96 seconds/step)
Step 22603: 	 loss = 50.2114 	 acc = 0.7500 	 (3.00 seconds/step)
Step 22604: 	 loss = 48.2152 	 acc = 1.0000 	 (2.99 seconds/step)
Step 22605: 	 loss = 50.5082 	 acc = 1.0000 	 (2.98 seconds/step)
Step 22606: 	 loss = 46.7858 	 acc = 0.7500 	 (2.95 seconds/step)
Step 22607: 	 loss = 47.4882 	 acc = 0.6250 	 (3.06 seconds/step)
Step 22608: 	 loss = 48.4857 	 acc = 1.0000 	 (2.93 seconds/step)
Step 22609: 	 loss = 48.6830 	 acc = 0.8750 	 (2.92 seconds/step)
Step 22610: 	 loss = 48.5474 	 acc = 0.7500 	 (2.98 seconds/step)
Step 22611: 	 loss = 46.7267 	 acc = 0.7500 	 (2.95 seconds/step)
Step 22612: 	 loss = 50.3019 	 acc = 0.7500 	 (2.96 seconds/step)
Step 22613: 	 loss = 46.6887 	 acc = 1.0000 	 (2.89 seconds/step)
Step 22614: 	 loss = 48.2919 	 acc = 0.8750 	 (2.98 seconds/step)
Step 22615: 	 loss = 44.8762 	 acc = 0.7500 	 (2.96 seconds/step)
Step 22616: 	 loss = 50.3579 	 acc = 0.8750 	 (2.98 seconds/step)
Step 22617: 	 loss = 49.7322 	 acc = 0.7500 	 (2.89 seconds/step)
Step 22618: 	 loss = 49.7916 	 acc = 1.0000 	 (2.96 seconds/step)
Step 22619: 	 loss = 49.6580 	 acc = 0.5000 	 (2.99 seconds/step)
Step 22620: 	 loss = 48.8654 	 acc = 0.7500 	 (2.89 seconds/step)
Step 22621: 	 loss = 49.1945 	 acc = 0.8750 	 (2.99 seconds/step)
Step 22622: 	 loss = 49.2064 	 acc = 0.7500 	 (2.97 seconds/step)
Step 22623: 	 loss = 47.8030 	 acc = 0.7500 	 (2.98 seconds/step)
Step 22624: 	 loss = 49.5256 	 acc = 0.8750 	 (2.88 seconds/step)
Step 22625: 	 loss = 47.1668 	 acc = 0.8750 	 (2.92 seconds/step)
Step 22626: 	 loss = 47.1851 	 acc = 0.8750 	 (2.92 seconds/step)
Step 22627: 	 loss = 47.1181 	 acc = 0.7500 	 (2.95 seconds/step)
Step 22628: 	 loss = 48.5548 	 acc = 0.8750 	 (2.97 seconds/step)
Step 22629: 	 loss = 47.2849 	 acc = 0.8750 	 (2.98 seconds/step)
Step 22630: 	 loss = 47.9254 	 acc = 1.0000 	 (2.98 seconds/step)
Step 22631: 	 loss = 47.9188 	 acc = 0.7500 	 (3.03 seconds/step)
Step 22632: 	 loss = 45.9376 	 acc = 0.6250 	 (3.00 seconds/step)
Step 22633: 	 loss = 43.2139 	 acc = 0.7500 	 (2.82 seconds/step)
Step 22634: 	 loss = 48.0357 	 acc = 0.7500 	 (2.96 seconds/step)
Step 22635: 	 loss = 50.7277 	 acc = 0.8750 	 (2.85 seconds/step)
Step 22636: 	 loss = 45.9495 	 acc = 0.7500 	 (2.91 seconds/step)
Step 22637: 	 loss = 47.0533 	 acc = 0.8750 	 (2.98 seconds/step)
Step 22638: 	 loss = 50.9947 	 acc = 0.8750 	 (3.00 seconds/step)
Step 22639: 	 loss = 48.8176 	 acc = 0.6250 	 (3.00 seconds/step)
Step 22640: 	 loss = 48.5484 	 acc = 0.7500 	 (3.01 seconds/step)
Step 22641: 	 loss = 45.5271 	 acc = 0.7500 	 (2.93 seconds/step)
Step 22642: 	 loss = 48.8724 	 acc = 0.6250 	 (3.01 seconds/step)
Step 22643: 	 loss = 46.8615 	 acc = 1.0000 	 (2.97 seconds/step)
Step 22644: 	 loss = 45.4660 	 acc = 1.0000 	 (2.94 seconds/step)
Step 22645: 	 loss = 47.2444 	 acc = 0.7500 	 (2.97 seconds/step)
Step 22646: 	 loss = 50.0791 	 acc = 1.0000 	 (2.88 seconds/step)
Step 22647: 	 loss = 50.9552 	 acc = 0.8750 	 (2.99 seconds/step)
Step 22648: 	 loss = 46.7847 	 acc = 0.7500 	 (2.98 seconds/step)
Step 22649: 	 loss = 44.1598 	 acc = 0.8750 	 (2.99 seconds/step)
Step 22650: 	 loss = 48.4275 	 acc = 0.8750 	 (2.96 seconds/step)
Step 22651: 	 loss = 49.7457 	 acc = 0.6250 	 (2.92 seconds/step)
Step 22652: 	 loss = 44.8407 	 acc = 0.7500 	 (2.97 seconds/step)
Step 22653: 	 loss = 49.6608 	 acc = 0.7500 	 (2.98 seconds/step)
Step 22654: 	 loss = 50.6240 	 acc = 0.8750 	 (2.88 seconds/step)
Step 22655: 	 loss = 48.8941 	 acc = 1.0000 	 (2.94 seconds/step)
Step 22656: 	 loss = 48.1188 	 acc = 0.8750 	 (2.99 seconds/step)
Step 22657: 	 loss = 50.5587 	 acc = 1.0000 	 (2.97 seconds/step)
Step 22658: 	 loss = 47.5082 	 acc = 0.8750 	 (2.93 seconds/step)
Step 22659: 	 loss = 46.6466 	 acc = 1.0000 	 (2.98 seconds/step)
Step 22660: 	 loss = 49.2436 	 acc = 0.7500 	 (2.91 seconds/step)
Step 22661: 	 loss = 50.0333 	 acc = 0.7500 	 (2.98 seconds/step)
Step 22662: 	 loss = 44.4322 	 acc = 0.7500 	 (2.87 seconds/step)
Step 22663: 	 loss = 47.4051 	 acc = 0.7500 	 (3.00 seconds/step)
Step 22664: 	 loss = 48.6758 	 acc = 0.8750 	 (2.89 seconds/step)
Step 22665: 	 loss = 50.4331 	 acc = 0.7500 	 (3.02 seconds/step)
Step 22666: 	 loss = 48.6014 	 acc = 1.0000 	 (2.98 seconds/step)
Step 22667: 	 loss = 50.4907 	 acc = 0.7500 	 (3.00 seconds/step)
Step 22668: 	 loss = 49.8427 	 acc = 0.8750 	 (2.88 seconds/step)
Step 22669: 	 loss = 49.7121 	 acc = 0.7500 	 (2.91 seconds/step)
Step 22670: 	 loss = 50.2396 	 acc = 0.8750 	 (2.90 seconds/step)
Step 22671: 	 loss = 49.0913 	 acc = 0.5000 	 (2.90 seconds/step)
Step 22672: 	 loss = 50.4948 	 acc = 0.8750 	 (2.96 seconds/step)
Step 22673: 	 loss = 47.7609 	 acc = 1.0000 	 (2.99 seconds/step)
Step 22674: 	 loss = 50.9154 	 acc = 0.8750 	 (3.01 seconds/step)
Step 22675: 	 loss = 50.9929 	 acc = 0.8750 	 (3.00 seconds/step)
Step 22676: 	 loss = 50.1386 	 acc = 0.8750 	 (2.98 seconds/step)
Step 22677: 	 loss = 48.6432 	 acc = 0.6250 	 (2.97 seconds/step)
Step 22678: 	 loss = 45.7589 	 acc = 0.8750 	 (2.94 seconds/step)
Step 22679: 	 loss = 45.8039 	 acc = 0.7500 	 (2.92 seconds/step)
Step 22680: 	 loss = 50.6035 	 acc = 0.8750 	 (2.97 seconds/step)
Step 22681: 	 loss = 48.1176 	 acc = 0.8750 	 (2.88 seconds/step)
Step 22682: 	 loss = 44.6664 	 acc = 0.7500 	 (2.99 seconds/step)
Step 22683: 	 loss = 50.8094 	 acc = 1.0000 	 (2.97 seconds/step)
Step 22684: 	 loss = 48.1044 	 acc = 1.0000 	 (3.00 seconds/step)
Step 22685: 	 loss = 49.8898 	 acc = 1.0000 	 (2.95 seconds/step)
Step 22686: 	 loss = 48.1680 	 acc = 0.7500 	 (2.99 seconds/step)
Step 22687: 	 loss = 48.9310 	 acc = 1.0000 	 (2.98 seconds/step)
Step 22688: 	 loss = 49.5488 	 acc = 1.0000 	 (2.99 seconds/step)
Step 22689: 	 loss = 44.4872 	 acc = 0.5000 	 (2.96 seconds/step)
Step 22690: 	 loss = 50.8438 	 acc = 0.8750 	 (2.99 seconds/step)
Step 22691: 	 loss = 47.4147 	 acc = 0.8750 	 (2.95 seconds/step)
Step 22692: 	 loss = 48.3997 	 acc = 0.6250 	 (2.96 seconds/step)
Step 22693: 	 loss = 47.3172 	 acc = 0.8750 	 (2.91 seconds/step)
Step 22694: 	 loss = 46.9466 	 acc = 0.6250 	 (2.94 seconds/step)
Step 22695: 	 loss = 48.6873 	 acc = 1.0000 	 (2.90 seconds/step)
Step 22696: 	 loss = 43.8878 	 acc = 0.6250 	 (2.99 seconds/step)
Step 22697: 	 loss = 50.9388 	 acc = 0.8750 	 (2.93 seconds/step)
Step 22698: 	 loss = 48.6879 	 acc = 1.0000 	 (2.90 seconds/step)
Step 22699: 	 loss = 45.9303 	 acc = 0.7500 	 (2.91 seconds/step)
Step 22700: 	 loss = 50.5282 	 acc = 0.7500 	 (3.02 seconds/step)
Step 22701: 	 loss = 50.3499 	 acc = 1.0000 	 (2.96 seconds/step)
Step 22702: 	 loss = 46.0613 	 acc = 1.0000 	 (2.84 seconds/step)
Step 22703: 	 loss = 48.9540 	 acc = 0.6250 	 (2.95 seconds/step)
Step 22704: 	 loss = 49.3282 	 acc = 0.6250 	 (2.98 seconds/step)
Step 22705: 	 loss = 49.7045 	 acc = 0.7500 	 (2.91 seconds/step)
Step 22706: 	 loss = 49.3736 	 acc = 0.8750 	 (3.00 seconds/step)
Step 22707: 	 loss = 48.0770 	 acc = 0.6250 	 (2.94 seconds/step)
Step 22708: 	 loss = 45.2377 	 acc = 0.8750 	 (2.91 seconds/step)
Step 22709: 	 loss = 47.6339 	 acc = 0.8750 	 (3.02 seconds/step)
Step 22710: 	 loss = 43.9689 	 acc = 0.8750 	 (2.98 seconds/step)
Step 22711: 	 loss = 49.0764 	 acc = 0.7500 	 (3.03 seconds/step)
Step 22712: 	 loss = 50.2989 	 acc = 0.8750 	 (2.87 seconds/step)
Step 22713: 	 loss = 50.6078 	 acc = 0.8750 	 (2.94 seconds/step)
Step 22714: 	 loss = 46.8161 	 acc = 0.7500 	 (2.90 seconds/step)
Step 22715: 	 loss = 43.6554 	 acc = 1.0000 	 (2.95 seconds/step)
Step 22716: 	 loss = 45.2905 	 acc = 0.7500 	 (2.97 seconds/step)
Step 22717: 	 loss = 49.0806 	 acc = 0.7500 	 (2.97 seconds/step)
Step 22718: 	 loss = 45.8517 	 acc = 1.0000 	 (2.90 seconds/step)
Step 22719: 	 loss = 48.6383 	 acc = 0.8750 	 (2.89 seconds/step)
Step 22720: 	 loss = 50.9166 	 acc = 0.8750 	 (3.00 seconds/step)
Step 22721: 	 loss = 46.8643 	 acc = 0.5000 	 (2.94 seconds/step)
Step 22722: 	 loss = 48.2265 	 acc = 0.8750 	 (3.01 seconds/step)
Step 22723: 	 loss = 46.4913 	 acc = 1.0000 	 (2.91 seconds/step)
Step 22724: 	 loss = 49.7091 	 acc = 1.0000 	 (2.94 seconds/step)
Step 22725: 	 loss = 48.2976 	 acc = 0.8750 	 (2.96 seconds/step)
Step 22726: 	 loss = 45.9931 	 acc = 1.0000 	 (2.89 seconds/step)
Step 22727: 	 loss = 50.4616 	 acc = 0.7500 	 (2.98 seconds/step)
Step 22728: 	 loss = 49.0329 	 acc = 0.7500 	 (2.96 seconds/step)
Step 22729: 	 loss = 50.9631 	 acc = 0.8750 	 (2.90 seconds/step)
Step 22730: 	 loss = 50.9860 	 acc = 0.8750 	 (3.03 seconds/step)
Step 22731: 	 loss = 44.1493 	 acc = 1.0000 	 (2.93 seconds/step)
Step 22732: 	 loss = 46.2998 	 acc = 0.8750 	 (2.94 seconds/step)
Step 22733: 	 loss = 46.7650 	 acc = 0.8750 	 (2.94 seconds/step)
Step 22734: 	 loss = 44.3610 	 acc = 0.7500 	 (2.96 seconds/step)
Step 22735: 	 loss = 49.2223 	 acc = 0.7500 	 (2.91 seconds/step)
Step 22736: 	 loss = 44.0840 	 acc = 0.8750 	 (2.96 seconds/step)
Step 22737: 	 loss = 50.7687 	 acc = 0.8750 	 (2.91 seconds/step)
Step 22738: 	 loss = 47.2321 	 acc = 0.8750 	 (2.97 seconds/step)
Step 22739: 	 loss = 50.4380 	 acc = 0.8750 	 (3.02 seconds/step)
Step 22740: 	 loss = 50.7147 	 acc = 1.0000 	 (2.97 seconds/step)
Step 22741: 	 loss = 43.1927 	 acc = 1.0000 	 (2.91 seconds/step)
Step 22742: 	 loss = 50.2999 	 acc = 0.7500 	 (2.97 seconds/step)
Step 22743: 	 loss = 48.4536 	 acc = 0.7500 	 (3.03 seconds/step)
Step 22744: 	 loss = 49.1954 	 acc = 0.6250 	 (2.97 seconds/step)
Step 22745: 	 loss = 50.9054 	 acc = 0.8750 	 (2.92 seconds/step)
Step 22746: 	 loss = 50.4782 	 acc = 0.7500 	 (2.93 seconds/step)
Step 22747: 	 loss = 44.7084 	 acc = 0.7500 	 (2.97 seconds/step)
Step 22748: 	 loss = 49.7393 	 acc = 1.0000 	 (2.96 seconds/step)
Step 22749: 	 loss = 49.4280 	 acc = 1.0000 	 (3.02 seconds/step)
Step 22750: 	 loss = 48.4411 	 acc = 0.6250 	 (2.98 seconds/step)
Step 22751: 	 loss = 48.7836 	 acc = 0.8750 	 (2.97 seconds/step)
Step 22752: 	 loss = 48.5524 	 acc = 0.7500 	 (3.01 seconds/step)
Step 22753: 	 loss = 48.2786 	 acc = 1.0000 	 (3.03 seconds/step)
Step 22754: 	 loss = 47.3236 	 acc = 0.7500 	 (2.97 seconds/step)
Step 22755: 	 loss = 45.1226 	 acc = 0.8750 	 (2.95 seconds/step)
Step 22756: 	 loss = 48.3812 	 acc = 0.6250 	 (2.99 seconds/step)
Step 22757: 	 loss = 46.8862 	 acc = 1.0000 	 (2.96 seconds/step)
Step 22758: 	 loss = 49.7543 	 acc = 0.8750 	 (2.96 seconds/step)
Step 22759: 	 loss = 50.1205 	 acc = 0.7500 	 (2.89 seconds/step)
Step 22760: 	 loss = 48.7077 	 acc = 0.8750 	 (3.02 seconds/step)
Step 22761: 	 loss = 48.0652 	 acc = 0.8750 	 (2.97 seconds/step)
Step 22762: 	 loss = 46.4687 	 acc = 0.7500 	 (2.91 seconds/step)
Step 22763: 	 loss = 43.4117 	 acc = 0.8750 	 (2.93 seconds/step)
Step 22764: 	 loss = 50.2399 	 acc = 0.8750 	 (2.94 seconds/step)
Step 22765: 	 loss = 48.3764 	 acc = 0.8750 	 (2.90 seconds/step)
Step 22766: 	 loss = 50.6219 	 acc = 0.7500 	 (2.87 seconds/step)
Step 22767: 	 loss = 47.7491 	 acc = 0.6250 	 (2.93 seconds/step)
Step 22768: 	 loss = 47.4866 	 acc = 0.5000 	 (2.94 seconds/step)
Step 22769: 	 loss = 43.1375 	 acc = 0.8750 	 (2.98 seconds/step)
Step 22770: 	 loss = 48.2005 	 acc = 0.7500 	 (2.99 seconds/step)
Step 22771: 	 loss = 45.1306 	 acc = 1.0000 	 (2.98 seconds/step)
Step 22772: 	 loss = 48.4151 	 acc = 0.8750 	 (2.92 seconds/step)
Step 22773: 	 loss = 48.6151 	 acc = 0.8750 	 (2.95 seconds/step)
Step 22774: 	 loss = 48.7770 	 acc = 0.5000 	 (2.94 seconds/step)
Step 22775: 	 loss = 49.9314 	 acc = 0.6250 	 (2.97 seconds/step)
Step 22776: 	 loss = 49.4555 	 acc = 0.7500 	 (2.96 seconds/step)
Step 22777: 	 loss = 48.7074 	 acc = 0.7500 	 (3.00 seconds/step)
Step 22778: 	 loss = 49.2503 	 acc = 0.6250 	 (2.95 seconds/step)
Step 22779: 	 loss = 47.4070 	 acc = 0.6250 	 (2.96 seconds/step)
Step 22780: 	 loss = 48.3834 	 acc = 0.5000 	 (2.91 seconds/step)
Step 22781: 	 loss = 49.0769 	 acc = 0.8750 	 (3.00 seconds/step)
Step 22782: 	 loss = 49.2362 	 acc = 1.0000 	 (3.02 seconds/step)
Step 22783: 	 loss = 45.8067 	 acc = 0.7500 	 (2.91 seconds/step)
Step 22784: 	 loss = 43.6536 	 acc = 0.7500 	 (2.91 seconds/step)
Step 22785: 	 loss = 50.4910 	 acc = 0.8750 	 (3.00 seconds/step)
Step 22786: 	 loss = 48.1847 	 acc = 0.8750 	 (3.00 seconds/step)
Step 22787: 	 loss = 45.7524 	 acc = 0.8750 	 (2.90 seconds/step)
Step 22788: 	 loss = 50.6659 	 acc = 0.8750 	 (2.92 seconds/step)
Step 22789: 	 loss = 50.9842 	 acc = 1.0000 	 (2.98 seconds/step)
Step 22790: 	 loss = 45.5985 	 acc = 0.8750 	 (2.95 seconds/step)
Step 22791: 	 loss = 50.2799 	 acc = 0.8750 	 (2.90 seconds/step)
Step 22792: 	 loss = 49.0326 	 acc = 0.6250 	 (3.02 seconds/step)
Step 22793: 	 loss = 44.7935 	 acc = 0.6250 	 (2.93 seconds/step)
Step 22794: 	 loss = 48.6910 	 acc = 0.8750 	 (2.95 seconds/step)
Step 22795: 	 loss = 51.0150 	 acc = 0.7500 	 (3.00 seconds/step)
Step 22796: 	 loss = 47.5780 	 acc = 1.0000 	 (3.01 seconds/step)
Step 22797: 	 loss = 48.6090 	 acc = 0.8750 	 (3.01 seconds/step)
Step 22798: 	 loss = 43.7131 	 acc = 0.8750 	 (2.87 seconds/step)
Step 22799: 	 loss = 50.0378 	 acc = 0.8750 	 (2.99 seconds/step)
Step 22800: 	 loss = 47.7500 	 acc = 0.8750 	 (3.02 seconds/step)
Step 22801: 	 loss = 48.9319 	 acc = 0.8750 	 (3.04 seconds/step)
Step 22802: 	 loss = 49.5955 	 acc = 1.0000 	 (2.95 seconds/step)
Step 22803: 	 loss = 48.2431 	 acc = 0.8750 	 (2.88 seconds/step)
Step 22804: 	 loss = 50.6456 	 acc = 1.0000 	 (2.94 seconds/step)
Step 22805: 	 loss = 47.0139 	 acc = 0.6250 	 (2.99 seconds/step)
Step 22806: 	 loss = 50.7084 	 acc = 1.0000 	 (3.02 seconds/step)
Step 22807: 	 loss = 50.2804 	 acc = 0.8750 	 (2.89 seconds/step)
Step 22808: 	 loss = 45.9497 	 acc = 0.6250 	 (2.92 seconds/step)
Step 22809: 	 loss = 47.5034 	 acc = 0.8750 	 (2.97 seconds/step)
Step 22810: 	 loss = 46.8192 	 acc = 0.7500 	 (2.90 seconds/step)
Step 22811: 	 loss = 49.7895 	 acc = 0.7500 	 (2.97 seconds/step)
Step 22812: 	 loss = 43.2006 	 acc = 0.7500 	 (2.91 seconds/step)
Step 22813: 	 loss = 47.9936 	 acc = 0.7500 	 (2.94 seconds/step)
Step 22814: 	 loss = 46.6278 	 acc = 0.7500 	 (2.90 seconds/step)
Step 22815: 	 loss = 42.6829 	 acc = 0.6250 	 (2.89 seconds/step)
Step 22816: 	 loss = 47.3697 	 acc = 1.0000 	 (2.98 seconds/step)
Step 22817: 	 loss = 45.3834 	 acc = 0.7500 	 (2.91 seconds/step)
Step 22818: 	 loss = 46.9657 	 acc = 0.8750 	 (3.04 seconds/step)
Step 22819: 	 loss = 47.5084 	 acc = 0.8750 	 (3.02 seconds/step)
Step 22820: 	 loss = 45.9074 	 acc = 0.8750 	 (2.93 seconds/step)
Step 22821: 	 loss = 47.0818 	 acc = 0.8750 	 (2.93 seconds/step)
Step 22822: 	 loss = 50.3866 	 acc = 0.8750 	 (2.96 seconds/step)
Step 22823: 	 loss = 46.9504 	 acc = 0.7500 	 (2.87 seconds/step)
Step 22824: 	 loss = 45.5730 	 acc = 0.6250 	 (2.98 seconds/step)
Step 22825: 	 loss = 50.5951 	 acc = 0.5000 	 (2.89 seconds/step)
Step 22826: 	 loss = 48.0543 	 acc = 0.8750 	 (3.02 seconds/step)
Step 22827: 	 loss = 50.1480 	 acc = 0.6250 	 (2.89 seconds/step)
Step 22828: 	 loss = 45.6230 	 acc = 0.8750 	 (2.97 seconds/step)
Step 22829: 	 loss = 44.5469 	 acc = 0.8750 	 (2.94 seconds/step)
Step 22830: 	 loss = 49.3966 	 acc = 0.6250 	 (3.02 seconds/step)
Step 22831: 	 loss = 49.5382 	 acc = 1.0000 	 (3.02 seconds/step)
Step 22832: 	 loss = 47.6635 	 acc = 0.8750 	 (2.98 seconds/step)
Step 22833: 	 loss = 50.4827 	 acc = 0.5000 	 (2.93 seconds/step)
Step 22834: 	 loss = 47.4049 	 acc = 0.7500 	 (2.96 seconds/step)
Step 22835: 	 loss = 45.9036 	 acc = 0.8750 	 (2.89 seconds/step)
Step 22836: 	 loss = 48.2611 	 acc = 0.8750 	 (2.97 seconds/step)
Step 22837: 	 loss = 49.7470 	 acc = 1.0000 	 (3.03 seconds/step)
Step 22838: 	 loss = 44.9050 	 acc = 0.7500 	 (2.91 seconds/step)
Step 22839: 	 loss = 49.4777 	 acc = 0.7500 	 (2.95 seconds/step)
Step 22840: 	 loss = 47.6334 	 acc = 0.6250 	 (2.99 seconds/step)
Step 22841: 	 loss = 48.7200 	 acc = 0.8750 	 (2.85 seconds/step)
Step 22842: 	 loss = 50.4470 	 acc = 0.8750 	 (3.00 seconds/step)
Step 22843: 	 loss = 47.4058 	 acc = 0.8750 	 (2.92 seconds/step)
Step 22844: 	 loss = 42.4008 	 acc = 0.8750 	 (2.92 seconds/step)
Step 22845: 	 loss = 49.9550 	 acc = 0.7500 	 (2.94 seconds/step)
Step 22846: 	 loss = 50.8383 	 acc = 0.6250 	 (2.91 seconds/step)
Step 22847: 	 loss = 47.6876 	 acc = 0.6250 	 (2.96 seconds/step)
Step 22848: 	 loss = 50.4309 	 acc = 0.7500 	 (2.92 seconds/step)
Step 22849: 	 loss = 48.2884 	 acc = 0.7500 	 (2.89 seconds/step)
Step 22850: 	 loss = 48.5399 	 acc = 0.6250 	 (2.97 seconds/step)
Step 22851: 	 loss = 48.3746 	 acc = 0.7500 	 (2.98 seconds/step)
Step 22852: 	 loss = 49.5635 	 acc = 1.0000 	 (2.92 seconds/step)
Step 22853: 	 loss = 47.0958 	 acc = 0.5000 	 (2.94 seconds/step)
Step 22854: 	 loss = 50.5566 	 acc = 0.8750 	 (3.00 seconds/step)
Step 22855: 	 loss = 49.2131 	 acc = 0.6250 	 (2.97 seconds/step)
Step 22856: 	 loss = 47.5424 	 acc = 0.8750 	 (2.96 seconds/step)
Step 22857: 	 loss = 50.6064 	 acc = 0.7500 	 (2.96 seconds/step)
Step 22858: 	 loss = 44.0999 	 acc = 0.7500 	 (2.99 seconds/step)
Step 22859: 	 loss = 48.7980 	 acc = 0.8750 	 (2.96 seconds/step)
Step 22860: 	 loss = 49.2631 	 acc = 0.7500 	 (2.88 seconds/step)
Step 22861: 	 loss = 48.2871 	 acc = 1.0000 	 (3.00 seconds/step)
Step 22862: 	 loss = 44.9090 	 acc = 0.6250 	 (2.91 seconds/step)
Step 22863: 	 loss = 49.4833 	 acc = 0.8750 	 (3.01 seconds/step)
Step 22864: 	 loss = 48.2490 	 acc = 0.8750 	 (2.88 seconds/step)
Step 22865: 	 loss = 50.5337 	 acc = 0.8750 	 (2.93 seconds/step)
Step 22866: 	 loss = 47.1995 	 acc = 0.8750 	 (2.93 seconds/step)
Step 22867: 	 loss = 50.0147 	 acc = 1.0000 	 (3.01 seconds/step)
Step 22868: 	 loss = 45.7073 	 acc = 0.7500 	 (2.97 seconds/step)
Step 22869: 	 loss = 49.1032 	 acc = 0.7500 	 (2.96 seconds/step)
Step 22870: 	 loss = 45.9244 	 acc = 0.7500 	 (2.89 seconds/step)
Step 22871: 	 loss = 46.4099 	 acc = 0.7500 	 (2.93 seconds/step)
Step 22872: 	 loss = 49.4556 	 acc = 1.0000 	 (2.99 seconds/step)
Step 22873: 	 loss = 47.6012 	 acc = 0.8750 	 (2.94 seconds/step)
Step 22874: 	 loss = 47.1337 	 acc = 0.7500 	 (2.97 seconds/step)
Step 22875: 	 loss = 49.1429 	 acc = 1.0000 	 (2.87 seconds/step)
Step 22876: 	 loss = 46.3914 	 acc = 0.8750 	 (2.98 seconds/step)
Step 22877: 	 loss = 50.3230 	 acc = 0.8750 	 (2.99 seconds/step)
